,accuracy,precision,recall,specifity,f1
0,0.8107692307692308,0.7557603686635944,0.7008547008547008,0.8725961538461539,0.7272727272727272
1,0.7523076923076923,0.6377358490566037,0.7222222222222222,0.7692307692307693,0.6773547094188377
2,0.6846153846153846,0.5911949685534591,0.4017094017094017,0.84375,0.47837150127226463
3,0.7615384615384615,0.6525096525096525,0.7222222222222222,0.7836538461538461,0.6855983772819473
4,0.7230769230769231,0.6125,0.6282051282051282,0.7764423076923077,0.620253164556962
5,0.72,0.696969696969697,0.39316239316239315,0.9038461538461539,0.5027322404371585
6,0.7584615384615384,0.7984496124031008,0.44017094017094016,0.9375,0.5674931129476585
7,0.7938461538461539,0.7314814814814815,0.6752136752136753,0.8605769230769231,0.7022222222222222
8,0.7323076923076923,0.8125,0.3333333333333333,0.9567307692307693,0.4727272727272727
